omop_cdm_table,omop_cdm_field,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept
condition_occurrence,condition_type_concept_id,38000242,Outpatient header - 13th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000243,Outpatient header - 14th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000244,Outpatient header - 15th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000230,Outpatient header - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000231,Outpatient header - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000232,Outpatient header - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000233,Outpatient header - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000234,Outpatient header - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000235,Outpatient header - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000236,Outpatient header - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000237,Outpatient header - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000238,Outpatient header - 9th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45905770,Patient Self-Reported Condition,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44786627,Primary Condition,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,42898140,Referral record,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44786629,Secondary Condition,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,32535,Tumor Registry,Type Concept,Condition Type,Condition Type,S
cost,cost_concept_id,32017,Accumulated Deductible,Cost,Cost,Summary,S
cost,cost_concept_id,32448,Actual acquisition cost,Cost,Cost,Detail,S
cost,cost_concept_id,32447,Actual acquisition cost,Cost,Cost,Summary,S
cost,cost_concept_id,32000,Allowed,Cost,Cost,Detail,S
cost,cost_concept_id,31978,Allowed,Cost,Cost,Summary,S
cost,cost_concept_id,32001,Allowed (calculated),Cost,Cost,Detail,S
cost,cost_concept_id,31979,Allowed (calculated),Cost,Cost,Summary,S
cost,cost_concept_id,32006,Average Wholesale,Cost,Cost,Detail,S
cost,cost_concept_id,31984,Average Wholesale,Cost,Cost,Summary,S
cost,cost_concept_id,32009,Balance bill,Cost,Cost,Detail,S
cost,cost_concept_id,31987,Balance bill,Cost,Cost,Summary,S
cost,cost_concept_id,32015,Bundled payment,Cost,Cost,Detail,S
cost,cost_concept_id,31993,Bundled payment,Cost,Cost,Summary,S
cost,cost_concept_id,32011,Capitation,Cost,Cost,Detail,S
cost,cost_concept_id,31989,Capitation,Cost,Cost,Summary,S
cost,cost_concept_id,32014,Care Coordination Fee,Cost,Cost,Detail,S
cost,cost_concept_id,31992,Care Coordination Fee,Cost,Cost,Summary,S
cost,cost_concept_id,31995,Charged,Cost,Cost,Detail,S
cost,cost_concept_id,31973,Charged,Cost,Cost,Summary,S
cost,cost_concept_id,31997,Coinsurance,Cost,Cost,Detail,S
cost,cost_concept_id,31975,Coinsurance,Cost,Cost,Summary,S
cost,cost_concept_id,31996,Copayment,Cost,Cost,Detail,S
cost,cost_concept_id,31974,Copayment,Cost,Cost,Summary,S
cost,cost_concept_id,32007,Cost,Cost,Cost,Detail,S
cost,cost_concept_id,31985,Cost,Cost,Cost,Summary,S
cost,cost_concept_id,31998,Deductible,Cost,Cost,Detail,S
cost,cost_concept_id,31976,Deductible,Cost,Cost,Summary,S
cost,cost_concept_id,32004,Fee,Cost,Cost,Detail,S
cost,cost_concept_id,31982,Fee,Cost,Cost,Summary,S
cost,cost_concept_id,32010,Incentive,Cost,Cost,Detail,S
cost,cost_concept_id,31988,Incentive,Cost,Cost,Summary,S
cost,cost_concept_id,32012,Lifetime limit,Cost,Cost,Detail,S
cost,cost_concept_id,31990,Lifetime limit,Cost,Cost,Summary,S
cost,cost_concept_id,32013,Net costs,Cost,Cost,Detail,S
cost,cost_concept_id,31991,Net costs,Cost,Cost,Summary,S
cost,cost_concept_id,32003,Out of pocket,Cost,Cost,Detail,S
cost,cost_concept_id,31981,Out of pocket,Cost,Cost,Summary,S
cost,cost_concept_id,32002,Paid,Cost,Cost,Detail,S
cost,cost_concept_id,31980,Paid,Cost,Cost,Summary,S
cost,cost_concept_id,32421,Patient liability,Cost,Cost,Detail,S
cost,cost_concept_id,32420,Patient liability,Cost,Cost,Summary,S
cost,cost_concept_id,32005,Pharmacy ingredient,Cost,Cost,Detail,S
cost,cost_concept_id,31983,Pharmacy ingredient,Cost,Cost,Summary,S
cost,cost_concept_id,31972,"Premium, employer contribution",Cost,Cost,Summary,S
cost,cost_concept_id,31971,"Premium, member contribution",Cost,Cost,Summary,S
cost,cost_concept_id,32016,Rebate payment,Cost,Cost,Detail,S
cost,cost_concept_id,31994,Rebate payment,Cost,Cost,Summary,S
cost,cost_concept_id,31999,Recovered,Cost,Cost,Detail,S
cost,cost_concept_id,31977,Recovered,Cost,Cost,Summary,S
cost,cost_concept_id,32008,"Usual, customary and reasonable",Cost,Cost,Detail,S
cost,cost_concept_id,31986,"Usual, customary and reasonable",Cost,Cost,Summary,S
cost,cost_type_concept_id,31970,Payer system (Paid premium),Type Concept,Cost Type,Cost Type,S
cost,cost_type_concept_id,31968,Payer system (Primary payer),Type Concept,Cost Type,Cost Type,S
cost,cost_type_concept_id,31969,Payer system (Secondary payer),Type Concept,Cost Type,Cost Type,S
cost,cost_type_concept_id,32504,Person (self) reported,Type Concept,Cost Type,Cost Type,S
cost,cost_type_concept_id,32505,Provider System,Type Concept,Cost Type,Cost Type,S
cost,cost_type_concept_id,5032,"Amount charged to the patient or the payer by the provider, list price",Type Concept,Cost Type,Cost Type,
cost,cost_type_concept_id,5031,Amount paid by the patient or reimbursed by the payer,Type Concept,Cost Type,Cost Type,
cost,cost_type_concept_id,5033,Cost incurred by the provider,Type Concept,Cost Type,Cost Type,
death,death_type_concept_id,38003617,Death Certificate contributory cause,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32512,Death Certificate contributory cause,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32496,Death Certificate contributory cause,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003570,Death Certificate immediate cause,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32511,Death Certificate immediate cause,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32495,Death Certificate immediate cause,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003618,Death Certificate underlying cause,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32513,Death Certificate underlying cause,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32497,Death Certificate underlying cause,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,255,EHR Record contributory cause of death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32516,EHR Record contributory cause of death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32502,EHR Record contributory cause of death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,254,EHR Record immediate cause of death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32515,EHR Record immediate cause of death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32501,EHR Record immediate cause of death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,256,EHR Record underlying cause of death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32517,EHR Record underlying cause of death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32503,EHR Record underlying cause of death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,44818516,"EHR discharge status ""Expired""",Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32514,"EHR discharge status ""Expired""",Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32498,"EHR discharge status ""Expired""",Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003569,"EHR record patient status ""Deceased""",Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32510,"EHR record patient status ""Deceased""",Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32494,"EHR record patient status ""Deceased""",Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003568,Medical claim DRG code indicating death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32509,Medical claim DRG code indicating death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32493,Medical claim DRG code indicating death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003567,Medical claim diagnostic code indicating death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32508,Medical claim diagnostic code indicating death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32492,Medical claim diagnostic code indicating death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003566,"Medical claim discharge status ""Died""",Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32507,"Medical claim discharge status ""Died""",Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32491,"Medical claim discharge status ""Died""",Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,242,Other government reported or identified death,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32518,Other government reported or identified death,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32499,Other government reported or identified death,Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,38003565,"Payer enrollment status ""Deceased""",Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32506,"Payer enrollment status ""Deceased""",Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32490,"Payer enrollment status ""Deceased""",Type Concept,Observation Type,Death Type,S
death,death_type_concept_id,261,US Social Security Death Master File record,Type Concept,Condition Type,Death Type,S
death,death_type_concept_id,32519,US Social Security Death Master File record,Type Concept,Death Type,Death Type,S
death,death_type_concept_id,32500,US Social Security Death Master File record,Type Concept,Observation Type,Death Type,S
device_exposure,device_type_concept_id,44818707,EHR Detail,Type Concept,Device Type,Device Type,S
device_exposure,device_type_concept_id,32465,Inferred from claim,Type Concept,Device Type,Device Type,S
device_exposure,device_type_concept_id,44818705,Inferred from procedure claim,Type Concept,Device Type,Device Type,S
device_exposure,device_type_concept_id,44818706,Patient reported device,Type Concept,Device Type,Device Type,S
drug_exposure,drug_type_concept_id,581452,Dispensed in Outpatient office,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000181,Drug era - 0 days persistence window,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000182,Drug era - 30 days persistence window,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000180,Inpatient administration,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000178,Medication list entry,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,32426,NLP derived,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,44787730,Patient Self-Reported Medication,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000179,Physician administered drug (identified as procedure),Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,43542358,Physician administered drug (identified from EHR observation),Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,581373,Physician administered drug (identified from EHR order),Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,43542356,Physician administered drug (identified from EHR problem list),Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,43542357,Physician administered drug (identified from referral record),Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000175,Prescription dispensed in pharmacy,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000176,Prescription dispensed through mail order,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,38000177,Prescription written,Type Concept,Drug Type,Drug Type,S
drug_exposure,drug_type_concept_id,44777970,Randomized Drug,Type Concept,Drug Type,Drug Type,S
drug_exposure,route_concept_id,44783786,Arteriovenous fistula route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,762840,Arteriovenous graft route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4023156,Auricular,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4222254,Body cavity use,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4181897,Buccal,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616201,Cardiovascular route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4220455,Caudal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616191,Central nervous system route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4168047,Colostomy route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40486444,Conjunctival route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40490507,Cutaneous route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4163765,Dental,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40487501,Digestive tract route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616199,Ear and nose route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4186831,Endocervical,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4157756,Endosinusial,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4186832,Endotracheopulmonary,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4167540,Enteral route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4225555,Epidural,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,45956880,Epilesional,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35608078,Epilesional route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4172191,Esophagostomy route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4186833,Extraamniotic,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35624178,Extracorporeal hemodialysis route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,37018288,Extracorporeal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4304277,Fistula route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4168665,Gastro-intestinal stoma route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4186834,Gastroenteral,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4132254,Gastrostomy route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616193,Genito-urinary route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616189,Genito-urinary stoma route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4156704,Gingival,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35627166,Haemodiafiltration,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,44801748,Haemodiafiltration route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,45956871,Haemodialysis,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,45956877,Haemofiltration,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4305679,Ileostomy route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,37397638,Infiltration route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,45956874,Inhalation,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4327128,Interstitial route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,37103746,Intestinal use,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4304882,Intraabdominal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4163767,Intraamniotic,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4240824,Intraarterial,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4006860,Intraarticular,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4223965,Intrabiliary route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4303263,Intrabronchial route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4163768,Intrabursal,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4303409,Intracameral,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4156705,Intracardiac,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4303676,Intracartilaginous route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35615950,Intracavernosal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4157757,Intracavernous,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40488317,Intracerebral route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,35616203,Intracerebral ventricle route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4224886,Intracerebroventricular,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,45956872,Intracervical,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4305993,Intracisternal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40489990,Intracolonic route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4305690,Intracorneal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4303667,Intracoronal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4186836,Intracoronary,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,40492302,Intracorpus cavernosum route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4171079,Intracranial route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4156706,Intradermal,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4163769,Intradiscal,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4170083,Intraductal route,Route,SNOMED,Qualifier Value,S
drug_exposure,route_concept_id,4302354,Intraduodenal route,Route,SNOMED,Qualifier Value,S
