omop_cdm_table,omop_cdm_field,concept_id,concept_name,standard_concept
condition_occurrence,condition_type_concept_id,38000219,Outpatient detail - 5th position,S
condition_occurrence,condition_type_concept_id,38000220,Outpatient detail - 6th position,S
condition_occurrence,condition_type_concept_id,38000221,Outpatient detail - 7th position,S
condition_occurrence,condition_type_concept_id,38000222,Outpatient detail - 8th position,S
condition_occurrence,condition_type_concept_id,38000223,Outpatient detail - 9th position,S
condition_occurrence,condition_type_concept_id,38000239,Outpatient header - 10th position,S
condition_occurrence,condition_type_concept_id,38000240,Outpatient header - 11th position,S
condition_occurrence,condition_type_concept_id,38000241,Outpatient header - 12th position,S
condition_occurrence,condition_type_concept_id,38000242,Outpatient header - 13th position,S
condition_occurrence,condition_type_concept_id,38000243,Outpatient header - 14th position,S
condition_occurrence,condition_type_concept_id,38000244,Outpatient header - 15th position,S
condition_occurrence,condition_type_concept_id,38000230,Outpatient header - 1st position,S
condition_occurrence,condition_type_concept_id,38000231,Outpatient header - 2nd position,S
condition_occurrence,condition_type_concept_id,38000232,Outpatient header - 3rd position,S
condition_occurrence,condition_type_concept_id,38000233,Outpatient header - 4th position,S
condition_occurrence,condition_type_concept_id,38000234,Outpatient header - 5th position,S
condition_occurrence,condition_type_concept_id,38000235,Outpatient header - 6th position,S
condition_occurrence,condition_type_concept_id,38000236,Outpatient header - 7th position,S
condition_occurrence,condition_type_concept_id,38000237,Outpatient header - 8th position,S
condition_occurrence,condition_type_concept_id,38000238,Outpatient header - 9th position,S
condition_occurrence,condition_type_concept_id,45905770,Patient Self-Reported Condition,S
condition_occurrence,condition_type_concept_id,44786627,Primary Condition,S
condition_occurrence,condition_type_concept_id,42898140,Referral record,S
condition_occurrence,condition_type_concept_id,44786629,Secondary Condition,S
cost,cost_concept_id,32017,Accumulated Deductible,S
cost,cost_concept_id,32000,Allowed,S
cost,cost_concept_id,31978,Allowed,S
cost,cost_concept_id,31979,Allowed (calculated),S
cost,cost_concept_id,32001,Allowed (calculated),S
cost,cost_concept_id,31984,Average Wholesale,S
cost,cost_concept_id,32006,Average Wholesale,S
cost,cost_concept_id,32009,Balance bill,S
cost,cost_concept_id,31987,Balance bill,S
cost,cost_concept_id,31993,Bundled payment,S
cost,cost_concept_id,32015,Bundled payment,S
cost,cost_concept_id,32011,Capitation,S
cost,cost_concept_id,31989,Capitation,S
cost,cost_concept_id,32014,Care Coordination Fee,S
cost,cost_concept_id,31992,Care Coordination Fee,S
cost,cost_concept_id,31973,Charged,S
cost,cost_concept_id,31995,Charged,S
cost,cost_concept_id,31997,Coinsurance,S
cost,cost_concept_id,31975,Coinsurance,S
cost,cost_concept_id,31996,Copayment,S
cost,cost_concept_id,31974,Copayment,S
cost,cost_concept_id,31985,Cost,S
cost,cost_concept_id,32007,Cost,S
cost,cost_concept_id,31976,Deductible,S
cost,cost_concept_id,31998,Deductible,S
cost,cost_concept_id,31982,Fee,S
cost,cost_concept_id,32004,Fee,S
cost,cost_concept_id,32010,Incentive,S
cost,cost_concept_id,31988,Incentive,S
cost,cost_concept_id,32012,Lifetime limit,S
cost,cost_concept_id,31990,Lifetime limit,S
cost,cost_concept_id,32013,Net costs,S
cost,cost_concept_id,31991,Net costs,S
cost,cost_concept_id,32003,Out of pocket,S
cost,cost_concept_id,31981,Out of pocket,S
cost,cost_concept_id,31980,Paid,S
cost,cost_concept_id,32002,Paid,S
cost,cost_concept_id,31983,Pharmacy ingredient,S
cost,cost_concept_id,32005,Pharmacy ingredient,S
cost,cost_concept_id,31972,"Premium, employer contribution",S
cost,cost_concept_id,31971,"Premium, member contribution",S
cost,cost_concept_id,31994,Rebate payment,S
cost,cost_concept_id,32016,Rebate payment,S
cost,cost_concept_id,31977,Recovered,S
cost,cost_concept_id,31999,Recovered,S
cost,cost_concept_id,31986,"Usual, customary and reasonable",S
cost,cost_concept_id,32008,"Usual, customary and reasonable",S
cost,cost_type_concept_id,5032,"Amount charged to the patient or the payer by the provider, list price",
cost,cost_type_concept_id,5031,Amount paid by the patient or reimbursed by the payer,
cost,cost_type_concept_id,5033,Cost incurred by the provider,
death,death_type_concept_id,38003617,Death Certificate contributory cause,S
death,death_type_concept_id,38003570,Death Certificate immediate cause,S
death,death_type_concept_id,38003618,Death Certificate underlying cause,S
death,death_type_concept_id,255,EHR Record contributory cause,S
death,death_type_concept_id,254,EHR Record immediate cause,S
death,death_type_concept_id,256,EHR Record underlying cause,S
death,death_type_concept_id,44818516,"EHR discharge status ""Expired""",S
death,death_type_concept_id,38003569,"EHR record patient status ""Deceased""",S
death,death_type_concept_id,38003568,Medical claim DRG code indicating death,S
death,death_type_concept_id,38003567,Medical claim diagnostic code indicating death,S
death,death_type_concept_id,38003566,"Medical claim discharge status ""Died""",S
death,death_type_concept_id,242,Other government reported or identified death,S
death,death_type_concept_id,38003565,"Payer enrollment status ""Deceased""",S
death,death_type_concept_id,261,US Social Security Death Master File record,S
device_exposure,device_type_concept_id,44818707,EHR Detail,S
device_exposure,device_type_concept_id,44818705,Inferred from procedure claim,S
device_exposure,device_type_concept_id,44818706,Patient reported device,S
drug_exposure,drug_type_concept_id,581452,Dispensed in Outpatient office,S
drug_exposure,drug_type_concept_id,38000181,Drug era - 0 days persistence window,S
drug_exposure,drug_type_concept_id,38000182,Drug era - 30 days persistence window,S
drug_exposure,drug_type_concept_id,38000180,Inpatient administration,S
drug_exposure,drug_type_concept_id,38000178,Medication list entry,S
drug_exposure,drug_type_concept_id,44787730,Patient Self-Reported Medication,S
drug_exposure,drug_type_concept_id,38000179,Physician administered drug (identified as procedure),S
drug_exposure,drug_type_concept_id,43542358,Physician administered drug (identified from EHR observation),S
drug_exposure,drug_type_concept_id,581373,Physician administered drug (identified from EHR order),S
drug_exposure,drug_type_concept_id,43542356,Physician administered drug (identified from EHR problem list),S
drug_exposure,drug_type_concept_id,43542357,Physician administered drug (identified from referral record),S
drug_exposure,drug_type_concept_id,38000175,Prescription dispensed in pharmacy,S
drug_exposure,drug_type_concept_id,38000176,Prescription dispensed through mail order,S
drug_exposure,drug_type_concept_id,38000177,Prescription written,S
drug_exposure,drug_type_concept_id,44777970,Randomized Drug,S
drug_exposure,route_concept_id,44783786,Arteriovenous fistula route,S
drug_exposure,route_concept_id,762840,Arteriovenous graft route,S
drug_exposure,route_concept_id,4023156,Auricular,S
drug_exposure,route_concept_id,4222254,Body cavity use,S
drug_exposure,route_concept_id,4181897,Buccal,S
drug_exposure,route_concept_id,4220455,Caudal route,S
drug_exposure,route_concept_id,4168047,Colostomy route,S
drug_exposure,route_concept_id,40486444,Conjunctival route,S
drug_exposure,route_concept_id,40490507,Cutaneous route,S
drug_exposure,route_concept_id,4163765,Dental,S
drug_exposure,route_concept_id,40487501,Digestive tract route,S
drug_exposure,route_concept_id,4186831,Endocervical,S
drug_exposure,route_concept_id,4157756,Endosinusial,S
drug_exposure,route_concept_id,4186832,Endotracheopulmonary,S
drug_exposure,route_concept_id,4167540,Enteral route,S
drug_exposure,route_concept_id,4225555,Epidural,S
drug_exposure,route_concept_id,45956880,Epilesional,S
drug_exposure,route_concept_id,4172191,Esophagostomy route,S
drug_exposure,route_concept_id,4186833,Extraamniotic,S
drug_exposure,route_concept_id,37018288,Extracorporeal route,S
drug_exposure,route_concept_id,4304277,Fistula route,S
drug_exposure,route_concept_id,4168665,Gastro-intestinal stoma route,S
drug_exposure,route_concept_id,4186834,Gastroenteral,S
drug_exposure,route_concept_id,4132254,Gastrostomy route,S
drug_exposure,route_concept_id,4156704,Gingival,S
drug_exposure,route_concept_id,44801748,Haemodiafiltration route,S
drug_exposure,route_concept_id,45956871,Haemodialysis,S
drug_exposure,route_concept_id,45956877,Haemofiltration,S
drug_exposure,route_concept_id,4305679,Ileostomy route,S
drug_exposure,route_concept_id,37397638,Infiltration route,S
drug_exposure,route_concept_id,45956874,Inhalation,S
drug_exposure,route_concept_id,4327128,Interstitial route,S
drug_exposure,route_concept_id,37103746,Intestinal use,S
drug_exposure,route_concept_id,4304882,Intraabdominal route,S
drug_exposure,route_concept_id,4163767,Intraamniotic,S
drug_exposure,route_concept_id,4240824,Intraarterial,S
drug_exposure,route_concept_id,4006860,Intraarticular,S
drug_exposure,route_concept_id,4223965,Intrabiliary route,S
drug_exposure,route_concept_id,4303263,Intrabronchial route,S
drug_exposure,route_concept_id,4163768,Intrabursal,S
drug_exposure,route_concept_id,4303409,Intracameral,S
drug_exposure,route_concept_id,4156705,Intracardiac,S
drug_exposure,route_concept_id,4303676,Intracartilaginous route,S
drug_exposure,route_concept_id,4157757,Intracavernous,S
drug_exposure,route_concept_id,40488317,Intracerebral route,S
drug_exposure,route_concept_id,4224886,Intracerebroventricular,S
drug_exposure,route_concept_id,45956872,Intracervical,S
drug_exposure,route_concept_id,4305993,Intracisternal route,S
drug_exposure,route_concept_id,40489990,Intracolonic route,S
drug_exposure,route_concept_id,4305690,Intracorneal route,S
drug_exposure,route_concept_id,4303667,Intracoronal route,S
drug_exposure,route_concept_id,4186836,Intracoronary,S
drug_exposure,route_concept_id,40492302,Intracorpus cavernosum route,S
drug_exposure,route_concept_id,4171079,Intracranial route,S
drug_exposure,route_concept_id,4156706,Intradermal,S
drug_exposure,route_concept_id,4163769,Intradiscal,S
drug_exposure,route_concept_id,4170083,Intraductal route,S
drug_exposure,route_concept_id,4302354,Intraduodenal route,S
drug_exposure,route_concept_id,40492288,Intradural route,S
drug_exposure,route_concept_id,40487473,Intraepicardial route,S
drug_exposure,route_concept_id,40487983,Intraepidermal,S
drug_exposure,route_concept_id,40492284,Intraesophageal route,S
drug_exposure,route_concept_id,40492301,Intragastric route,S
drug_exposure,route_concept_id,40492286,Intragingival route,S
drug_exposure,route_concept_id,40493258,Intrahepatic route,S
drug_exposure,route_concept_id,40490837,Intraileal route,S
drug_exposure,route_concept_id,40489989,Intrajejunal route,S
drug_exposure,route_concept_id,4157758,Intralesional,S
drug_exposure,route_concept_id,40493227,Intralingual route,S
drug_exposure,route_concept_id,4292410,Intraluminal route,S
drug_exposure,route_concept_id,4157759,Intralymphatic,S
drug_exposure,route_concept_id,40491321,Intramammary route,S
drug_exposure,route_concept_id,4246511,Intramedullary route,S
drug_exposure,route_concept_id,40492300,Intrameningeal route,S
drug_exposure,route_concept_id,46272926,Intramural route,S
drug_exposure,route_concept_id,4302612,Intramuscular,S
drug_exposure,route_concept_id,4168038,Intramyometrial route,S
drug_exposure,route_concept_id,46272911,Intraneural route,S
drug_exposure,route_concept_id,4157760,Intraocular,S
drug_exposure,route_concept_id,4213522,Intraosseous,S
drug_exposure,route_concept_id,4306657,Intraovarian route,S
drug_exposure,route_concept_id,40492305,Intrapericardial route,S
drug_exposure,route_concept_id,4243022,Intraperitoneal,S
drug_exposure,route_concept_id,4156707,Intrapleural,S
drug_exposure,route_concept_id,4171725,Intraprostatic route,S
drug_exposure,route_concept_id,4169270,Intrapulmonary route,S
drug_exposure,route_concept_id,4169440,Intrasinal route,S
drug_exposure,route_concept_id,4302788,Intraspinal route,S
drug_exposure,route_concept_id,4186837,Intrasternal,S
drug_exposure,route_concept_id,4302352,Intrasynovial route,S
drug_exposure,route_concept_id,4303939,Intratendinous route,S
drug_exposure,route_concept_id,4171067,Intratesticular route,S
drug_exposure,route_concept_id,4217202,Intrathecal,S
drug_exposure,route_concept_id,4167393,Intrathoracic route,S
drug_exposure,route_concept_id,4229543,Intratracheal route,S
drug_exposure,route_concept_id,40491322,Intratumoral,S
drug_exposure,route_concept_id,4168656,Intratympanic route,S
drug_exposure,route_concept_id,4269621,Intrauterine,S
drug_exposure,route_concept_id,40492287,Intravascular route,S
drug_exposure,route_concept_id,4171047,Intravenous,S
drug_exposure,route_concept_id,4170113,Intravenous central route,S
drug_exposure,route_concept_id,4171884,Intravenous peripheral route,S
drug_exposure,route_concept_id,4222259,Intraventricular cardiac,S
drug_exposure,route_concept_id,4186838,Intravesical,S
drug_exposure,route_concept_id,4302785,Intravitreal,S
drug_exposure,route_concept_id,45956881,Iontophoresis,S
drug_exposure,route_concept_id,4133177,Jejunostomy route,S
drug_exposure,route_concept_id,4170440,Laryngeal route,S
drug_exposure,route_concept_id,40490898,Lower respiratory tract route,S
drug_exposure,route_concept_id,4171243,Mucous fistula route,S
drug_exposure,route_concept_id,4262914,Nasal,S
drug_exposure,route_concept_id,4172316,Nasoduodenal route,S
drug_exposure,route_concept_id,4132711,Nasogastric route,S
drug_exposure,route_concept_id,4305834,Nasojejunal route,S
drug_exposure,route_concept_id,4184451,Ocular,S
drug_exposure,route_concept_id,4132161,Oral,S
drug_exposure,route_concept_id,4303795,Orogastric route,S
drug_exposure,route_concept_id,4186839,Oromucosal,S
drug_exposure,route_concept_id,4303277,Oropharyngeal route,S
drug_exposure,route_concept_id,4303515,Paracervical route,S
drug_exposure,route_concept_id,4170267,Paravertebral route,S
drug_exposure,route_concept_id,4177987,Percutaneous route,S
drug_exposure,route_concept_id,4156708,Periarticular,S
drug_exposure,route_concept_id,4304274,Peribulbar route,S
drug_exposure,route_concept_id,40490896,Peridural route,S
drug_exposure,route_concept_id,4157761,Perineural,S
drug_exposure,route_concept_id,40490866,Periodontal route,S
drug_exposure,route_concept_id,4171893,Periosteal route,S
drug_exposure,route_concept_id,4305564,Peritendinous route,S
drug_exposure,route_concept_id,4303646,Periurethral route,S
drug_exposure,route_concept_id,4290759,Rectal,S
drug_exposure,route_concept_id,45956879,Regional perfusion,S
drug_exposure,route_concept_id,40486069,Respiratory tract route,S
drug_exposure,route_concept_id,4303673,Retrobulbar route,S
drug_exposure,route_concept_id,45956875,Route of administration not applicable,S
drug_exposure,route_concept_id,4106215,Route of administration value,S
drug_exposure,route_concept_id,4163770,Subconjunctival,S
drug_exposure,route_concept_id,4142048,Subcutaneous,S
drug_exposure,route_concept_id,4306649,Subgingival route,S
drug_exposure,route_concept_id,46270168,Sublesional route,S
drug_exposure,route_concept_id,4292110,Sublingual,S
drug_exposure,route_concept_id,45956878,Submucosal rectal,S
drug_exposure,route_concept_id,4169634,Submucosal route,S
drug_exposure,route_concept_id,4166865,Suborbital route,S
drug_exposure,route_concept_id,36703536,Subretinal,S
drug_exposure,route_concept_id,4302493,Subtendinous route,S
drug_exposure,route_concept_id,4170771,Surgical cavity route,S
drug_exposure,route_concept_id,4304412,Surgical drain route,S
drug_exposure,route_concept_id,4263689,Topical route,S
drug_exposure,route_concept_id,4304730,Transcervical route,S
drug_exposure,route_concept_id,4262099,Transdermal,S
drug_exposure,route_concept_id,40487850,Transendocardial route,S
drug_exposure,route_concept_id,4232601,Transmucosal route,S
drug_exposure,route_concept_id,40487858,Transplacental route,S
drug_exposure,route_concept_id,40491832,Transtracheal route,S
drug_exposure,route_concept_id,40491830,Transtympanic route,S
drug_exposure,route_concept_id,4305382,Transurethral route,S
drug_exposure,route_concept_id,4169472,Tumor cavity route,S
drug_exposure,route_concept_id,4304571,Ureteral route,S
drug_exposure,route_concept_id,4233974,Urethral,S
drug_exposure,route_concept_id,4170435,Urostomy route,S
drug_exposure,route_concept_id,4057765,Vaginal,S
drug_exposure,route_concept_id,45956883,Body cavity use,
drug_exposure,route_concept_id,45956882,Epidural,
drug_exposure,route_concept_id,4228125,Haemodialysis,
drug_exposure,route_concept_id,4011083,Inhalation,
drug_exposure,route_concept_id,45956885,Intracerebroventricular,
drug_exposure,route_concept_id,4186835,Intracervical,
drug_exposure,route_concept_id,45956886,Intraepidermal,
drug_exposure,route_concept_id,45956884,Intraventricular cardiac,
drug_exposure,route_concept_id,4302956,Iontophoresis,
drug_exposure,route_concept_id,45956876,Obsolete-Intraventricular,
drug_exposure,route_concept_id,45956873,Obsolete-Oromucosal other,
drug_exposure,route_concept_id,4227373,Obsolete-Oromucosal other,
drug_exposure,route_concept_id,40549429,Ocular,
measurement,measurement_type_concept_id,45754907,Derived value,S
measurement,measurement_type_concept_id,44818701,From physical examination,S
measurement,measurement_type_concept_id,44818702,Lab result,S
measurement,measurement_type_concept_id,44818703,Pathology finding,S
measurement,measurement_type_concept_id,44818704,Patient reported value,S
measurement,measurement_type_concept_id,5001,Test ordered through EHR,S
measurement,operator_concept_id,4171756,<,S
measurement,operator_concept_id,4171754,<=,S
measurement,operator_concept_id,4172703,=,S
measurement,operator_concept_id,4172704,>,S
measurement,operator_concept_id,4171755,>=,S
note,note_type_concept_id,44814638,Admission note,S
note,note_type_concept_id,44814643,Ancillary report,S
note,note_type_concept_id,44814637,Discharge summary,S
note,note_type_concept_id,44814646,Emergency department note,S
note,note_type_concept_id,44814639,Inpatient note,S
note,note_type_concept_id,44814645,Note,S
note,note_type_concept_id,44814644,Nursing report,S
note,note_type_concept_id,44814640,Outpatient note,S
note,note_type_concept_id,44814642,Pathology report,S
note,note_type_concept_id,44814641,Radiology report,S
observation,observation_type_concept_id,38000282,Chief complaint,S
observation,observation_type_concept_id,44786633,HRA Observation Numeric Result,S
observation,observation_type_concept_id,44786634,HRA Observation Text,S
observation,observation_type_concept_id,38000279,Lab observation concept code result,S
observation,observation_type_concept_id,38000277,Lab observation numeric result,S
observation,observation_type_concept_id,38000278,Lab observation text,S
observation,observation_type_concept_id,45905771,Observation Recorded from a Survey,S
observation,observation_type_concept_id,581413,Observation from Measurement,S
observation,observation_type_concept_id,38000280,Observation recorded from EHR,S
observation,observation_type_concept_id,38000281,Observation recorded from EHR with text result,S
observation,observation_type_concept_id,44814721,Patient reported,S
observation,observation_type_concept_id,38000276,Problem list from EHR,S
observation,observation_type_concept_id,43542355,Referral Record,S
observation_period,period_type_concept_id,44814724,Period covering healthcare encounters,S
observation_period,period_type_concept_id,44814725,Period inferred by algorithm,S
observation_period,period_type_concept_id,45890994,Period of complete data capture based on geographic isolation,S
observation_period,period_type_concept_id,44814722,Period while enrolled in insurance,S
observation_period,period_type_concept_id,44814723,Period while enrolled in study,S
observation_period,period_type_concept_id,45747656,Pre-qualification time period,S
person,ethnicity_concept_id,38003563,Hispanic or Latino,S
person,ethnicity_concept_id,38003564,Not Hispanic or Latino,S
person,gender_concept_id,8532,FEMALE,S
person,gender_concept_id,8507,MALE,S
person,gender_concept_id,8570,AMBIGUOUS,
person,gender_concept_id,45766035,Feminine gender,
person,gender_concept_id,4268709,Gender finding,
person,gender_concept_id,45518388,Gender unknown,
person,gender_concept_id,4214687,Gender unknown,
person,gender_concept_id,45454912,Gender unspecified,
person,gender_concept_id,4215271,Gender unspecified,
person,gender_concept_id,45438358,Male,
person,gender_concept_id,45766034,Masculine gender,
person,gender_concept_id,42689678,Non-binary gender,
person,gender_concept_id,8521,OTHER,
person,gender_concept_id,4234363,Surgically transgendered transsexual,
person,gender_concept_id,4231242,"Surgically transgendered transsexual, female-to-male",
person,gender_concept_id,4251434,"Surgically transgendered transsexual, male-to-female",
person,gender_concept_id,1585842,Transgender,
person,gender_concept_id,36712829,Transgender identity,
person,gender_concept_id,8551,UNKNOWN,
person,race_concept_id,38003600,African,S
person,race_concept_id,38003599,African American,S
person,race_concept_id,38003573,Alaska Native,S
person,race_concept_id,38003572,American Indian,S
person,race_concept_id,8657,American Indian or Alaska Native,S
person,race_concept_id,38003616,Arab,S
person,race_concept_id,8515,Asian,S
person,race_concept_id,38003574,Asian Indian,S
person,race_concept_id,38003601,Bahamian,S
person,race_concept_id,38003575,Bangladeshi,S
person,race_concept_id,38003602,Barbadian,S
person,race_concept_id,38003576,Bhutanese,S
person,race_concept_id,38003598,Black,S
person,race_concept_id,8516,Black or African American,S
person,race_concept_id,38003577,Burmese,S
person,race_concept_id,38003578,Cambodian,S
person,race_concept_id,38003579,Chinese,S
person,race_concept_id,38003604,Dominica Islander,S
person,race_concept_id,38003603,Dominican,S
person,race_concept_id,38003614,European,S
person,race_concept_id,38003581,Filipino,S
person,race_concept_id,38003605,Haitian,S
person,race_concept_id,38003582,Hmong,S
person,race_concept_id,38003583,Indonesian,S
person,race_concept_id,38003593,Iwo Jiman,S
person,race_concept_id,38003606,Jamaican,S
person,race_concept_id,38003584,Japanese,S
person,race_concept_id,38003585,Korean,S
person,race_concept_id,38003586,Laotian,S
person,race_concept_id,38003597,Madagascar,S
person,race_concept_id,38003587,Malaysian,S
person,race_concept_id,38003594,Maldivian,S
person,race_concept_id,38003612,Melanesian,S
person,race_concept_id,38003611,Micronesian,S
person,race_concept_id,38003615,Middle Eastern or North African,S
person,race_concept_id,8557,Native Hawaiian or Other Pacific Islander,S
person,race_concept_id,38003595,Nepalese,S
person,race_concept_id,38003588,Okinawan,S
person,race_concept_id,38003613,Other Pacific Islander,S
person,race_concept_id,38003589,Pakistani,S
person,race_concept_id,38003610,Polynesian,S
person,race_concept_id,38003596,Singaporean,S
person,race_concept_id,38003590,Sri Lankan,S
person,race_concept_id,38003580,Taiwanese,S
person,race_concept_id,38003591,Thai,S
person,race_concept_id,38003607,Tobagoan,S
person,race_concept_id,38003608,Trinidadian,S
person,race_concept_id,38003592,Vietnamese,S
person,race_concept_id,38003609,West Indian,S
person,race_concept_id,8527,White,S
person,race_concept_id,4228069,Abyssinians,
person,race_concept_id,4119705,Admiralty Islanders,
person,race_concept_id,4035165,African American,
person,race_concept_id,4211218,African race,
person,race_concept_id,4184962,Afro-Caribbean,
person,race_concept_id,4187747,Afro-Caucasian,
person,race_concept_id,4100645,Ainu,
person,race_concept_id,4231129,Alacaluf,
person,race_concept_id,4050100,Aleuts,
person,race_concept_id,4184966,American Indian or Alaska native,
person,race_concept_id,4211331,American Indian race,
person,race_concept_id,4281687,Amerind,
person,race_concept_id,4175829,Andamanese,
person,race_concept_id,4251760,Apache,
person,race_concept_id,4231846,Arabs,
person,race_concept_id,4014421,Armenians,
person,race_concept_id,4201937,Asian - ethnic group,
person,race_concept_id,4184984,Asian or Pacific islander,
person,race_concept_id,4211353,Asian race,
person,race_concept_id,4298833,Atacamenos,
person,race_concept_id,4242388,Athabascans,
person,race_concept_id,4183595,Australian Aborigines,
person,race_concept_id,4186705,Australian aborigine,
person,race_concept_id,4285116,Austrians,
person,race_concept_id,4014099,Aymara,
person,race_concept_id,4195705,Aztec,
